,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Has Alley,Has Pool,Has Fence,Has Misc Feature,Mas Vnr Type_Encoding,Has Bsmt,Encoded Bsmt Qual,Bsmt Cond Encode,Bsmt Exposure Encode,BsmtFin Type 1 Encode,BsmtFin Type 2 Encode,Has Garage,Garage Type Encode,Has FirePlace,Fireplace Qu Encode,Garage cond,Bsmt Qual Encoded,Mas Vnr Type Encode
1071,120,RL,135.0,12304,Pave,IR3,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,144.0,Gd,TA,PConc,20.0,0.0,1367.0,GasA,Ex,Y,SBrkr,1367,0,0,1367,0.0,0.0,2,0,2,1,Gd,6,Typ,1,2005.0,2.0,484.0,Y,0,33,0,0,0,0,0,6,2008,WD ,Normal,192000,0,0,0,0,4,1,2,5,3,2,6,1,1,1,2,,2,4
1072,120,RL,62.0,12677,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,1218.0,0.0,1518.0,GasA,Ex,Y,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,Ex,6,Typ,1,2003.0,2.0,588.0,Y,185,140,0,0,0,0,0,4,2008,WD ,Normal,274000,0,0,0,0,1,1,0,5,1,2,6,1,1,1,2,,0,1
1073,120,RL,63.0,8849,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,28.0,0.0,1684.0,GasA,Ex,Y,SBrkr,1684,0,0,1684,0.0,0.0,2,0,2,1,Ex,6,Typ,1,2005.0,2.0,564.0,Y,495,72,0,0,0,0,0,7,2008,WD ,Normal,266000,0,0,0,0,1,1,0,5,3,2,6,1,1,1,0,,0,1
1074,120,RL,89.0,8232,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,714.0,Ex,TA,PConc,1204.0,0.0,1800.0,GasA,Ex,Y,SBrkr,1800,0,0,1800,1.0,0.0,2,0,2,1,Ex,6,Typ,1,2008.0,3.0,944.0,Y,210,0,0,0,0,0,0,6,2008,New,Partial,370967,0,0,0,0,1,1,0,5,3,2,6,1,1,1,2,,0,1
1075,120,RL,48.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,846.0,0.0,1342.0,GasA,Ex,Y,SBrkr,1342,0,0,1342,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2007.0,2.0,550.0,Y,0,35,0,0,0,0,0,6,2008,WD ,Normal,234250,0,0,0,0,1,1,2,5,3,2,6,1,1,1,2,,2,1
1076,120,RL,48.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,196.0,Gd,TA,PConc,24.0,0.0,1342.0,GasA,Ex,Y,SBrkr,1342,0,0,1342,0.0,0.0,2,0,2,1,Gd,6,Typ,1,2007.0,2.0,550.0,Y,0,35,0,0,0,0,0,2,2008,WD ,Normal,219500,0,0,0,0,1,1,2,5,3,2,6,1,1,1,2,,2,1
1077,160,RL,36.0,2448,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,0.0,0.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,2003.0,2.0,474.0,Y,0,27,0,0,0,0,0,10,2008,WD ,Normal,155000,0,0,0,0,4,1,2,5,3,6,6,1,3,0,3,,2,4
1078,160,RL,36.0,2448,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,573.0,0.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,1.0,0.0,2,1,2,1,Gd,6,Typ,0,2003.0,2.0,474.0,Y,0,27,0,0,0,0,0,10,2008,WD ,Normal,154000,0,0,0,0,4,1,2,5,3,2,6,1,3,0,3,,2,4
1079,120,RM,59.0,8198,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,720.0,0.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2004.0,2.0,484.0,Y,192,30,0,0,0,0,0,7,2008,WD ,Normal,207000,0,0,0,0,4,1,2,5,0,2,6,1,1,1,2,,2,4
1080,120,RL,68.0,3940,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,Gd,TA,PConc,1073.0,0.0,1415.0,GasA,Ex,Y,SBrkr,1455,0,0,1455,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2003.0,3.0,644.0,Y,156,20,0,0,144,0,0,8,2008,WD ,Normal,195000,0,0,0,0,1,1,2,5,1,2,6,1,1,1,5,,2,1
1081,120,RM,68.0,3940,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,Gd,TA,PConc,1087.0,0.0,1393.0,GasA,Ex,Y,SBrkr,1576,0,0,1576,1.0,0.0,2,0,2,1,Gd,7,Typ,1,2004.0,3.0,668.0,Y,143,20,0,0,0,0,0,5,2008,WD ,Normal,219990,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
1082,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,16.0,0.0,1346.0,GasA,Ex,Y,SBrkr,1504,0,0,1504,0.0,0.0,2,0,2,1,Gd,7,Typ,1,2005.0,2.0,437.0,Y,156,20,0,0,0,0,0,5,2008,WD ,Normal,191000,0,0,0,0,1,1,2,2,3,2,6,1,1,1,2,,2,1
1083,20,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,0.0,0.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,2007.0,2.0,388.0,Y,100,16,0,0,0,0,0,3,2008,WD ,Normal,159895,0,0,0,0,1,1,2,5,0,6,6,1,1,1,2,,2,1
1084,20,RL,53.0,3710,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,WdShing,Wd Shng,BrkFace,20.0,Gd,TA,PConc,0.0,0.0,1146.0,GasA,Ex,Y,SBrkr,1246,0,0,1246,0.0,0.0,2,0,2,1,Gd,5,Typ,1,2007.0,2.0,428.0,Y,100,24,0,0,0,0,0,3,2008,New,Partial,187687,0,0,0,0,1,1,2,5,1,6,6,1,1,1,2,,2,1
1085,60,RL,80.0,9024,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,789.0,GasA,Ex,Y,SBrkr,813,702,0,1515,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2004.0,2.0,393.0,Y,0,75,0,0,0,0,0,7,2008,WD ,Normal,179000,0,0,0,0,3,1,2,5,3,6,6,1,1,1,2,,2,3
1086,60,RL,62.0,7415,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,759.0,0.0,839.0,GasA,Ex,Y,SBrkr,864,729,0,1593,1.0,0.0,2,1,3,1,TA,8,Typ,1,2004.0,2.0,398.0,Y,100,75,0,0,0,0,0,4,2008,WD ,Normal,193000,0,0,0,0,3,1,5,5,3,2,6,1,1,1,5,,5,3
1087,80,RL,59.0,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,655.0,0.0,856.0,GasA,Ex,Y,SBrkr,1166,0,0,1166,1.0,0.0,2,0,2,1,Gd,5,Typ,0,2005.0,2.0,400.0,Y,212,0,0,0,0,0,0,7,2008,WD ,Normal,190000,0,0,0,0,4,1,2,5,1,2,6,1,1,0,3,,2,4
1088,60,RL,51.0,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0.0,0.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,0,2005.0,2.0,400.0,Y,100,24,0,0,0,0,0,7,2008,WD ,Normal,176000,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
1089,60,RL,68.0,8010,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,840.0,GasA,Ex,Y,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,1,2002.0,2.0,400.0,Y,138,48,0,0,0,0,0,7,2008,WD ,Normal,188000,0,0,0,0,3,1,2,5,3,6,6,1,3,1,2,,2,3
1090,60,RL,68.0,8396,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,0.0,0.0,847.0,GasA,Ex,Y,SBrkr,847,1139,0,1986,0.0,0.0,2,1,4,1,Gd,9,Typ,1,2003.0,2.0,434.0,Y,120,48,0,0,0,0,0,5,2008,WD ,Normal,213000,0,0,0,0,1,1,2,5,3,6,6,1,3,1,2,,2,1
1091,120,RL,55.0,7301,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,6,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,876.0,0.0,1350.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2008.0,2.0,484.0,Y,192,26,0,0,0,0,0,11,2008,New,Partial,217300,0,0,0,0,4,1,2,5,3,2,6,1,1,1,2,,2,4
1092,60,RL,93.0,10261,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,TA,TA,PConc,0.0,0.0,936.0,GasA,Ex,Y,SBrkr,962,830,0,1792,1.0,0.0,2,1,3,1,TA,8,Typ,1,2000.0,2.0,451.0,Y,0,0,0,0,0,0,0,5,2008,WD ,Normal,186500,0,0,0,0,1,1,2,5,3,6,6,1,1,1,5,,2,1
1093,60,RL,71.0,8220,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,Gd,TA,PConc,544.0,0.0,982.0,GasA,Ex,Y,SBrkr,1008,884,0,1892,0.0,0.0,2,1,3,1,TA,8,Typ,1,2000.0,2.0,431.0,Y,108,0,0,0,0,0,0,7,2008,WD ,Normal,226750,0,0,0,0,1,1,2,5,0,2,6,1,1,1,5,,2,1
1094,60,RL,60.0,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,724.0,0.0,788.0,GasA,Ex,Y,SBrkr,788,702,0,1490,1.0,0.0,2,1,3,1,Gd,8,Typ,1,2004.0,2.0,388.0,Y,100,75,0,0,0,0,0,2,2008,WD ,Normal,184000,0,0,0,0,3,1,2,5,0,2,6,1,1,1,2,,2,3
1096,60,RL,41.0,12460,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,870.0,0.0,1037.0,GasA,Ex,Y,SBrkr,1037,1285,0,2322,0.0,0.0,2,1,4,1,TA,8,Typ,1,1999.0,2.0,400.0,Y,144,44,0,0,0,0,0,5,2008,WD ,Normal,225000,0,0,0,0,3,1,2,5,3,2,6,1,3,1,5,,2,3
1097,60,RL,77.0,8390,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0.0,0.0,831.0,GasA,Ex,Y,SBrkr,873,778,0,1651,0.0,0.0,2,1,3,1,TA,7,Typ,1,1999.0,2.0,450.0,Y,0,103,0,0,0,0,0,5,2008,WD ,Normal,185900,0,0,0,0,3,1,2,5,3,6,6,1,3,1,5,,2,3
1098,75,RL,84.0,9660,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997,1997,Hip,CompShg,HdBoard,HdBoard,BrkFace,1290.0,Gd,TA,PConc,0.0,0.0,1173.0,GasA,Ex,Y,SBrkr,1182,1017,0,2199,0.0,0.0,2,1,3,1,Gd,9,Typ,1,1997.0,2.0,516.0,Y,0,131,0,0,0,0,0,9,2008,WD ,Normal,284500,0,0,0,0,1,1,2,5,3,6,6,1,1,1,5,,2,1
1099,60,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,986.0,0.0,1470.0,GasA,Gd,Y,SBrkr,1470,1160,0,2630,1.0,0.0,2,1,4,1,Gd,8,Typ,1,1998.0,3.0,696.0,Y,0,66,0,0,0,0,0,6,2008,WD ,Normal,315000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
1100,60,RL,84.0,14260,Pave,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,655.0,0.0,1145.0,GasA,Ex,Y,SBrkr,1145,1053,0,2198,1.0,0.0,2,1,4,1,Gd,9,Typ,1,2000.0,3.0,836.0,Y,192,84,0,0,0,0,0,12,2008,WD ,Normal,250000,0,0,0,0,1,1,2,5,0,2,6,1,1,1,5,,2,1
1101,60,RL,68.0,11000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,Gd,TA,PConc,0.0,0.0,1519.0,GasA,Ex,Y,SBrkr,1533,639,0,2172,0.0,0.0,2,1,4,1,Ex,8,Typ,1,2000.0,3.0,687.0,Y,162,153,0,0,0,0,0,6,2008,WD ,Normal,291000,0,0,0,0,1,1,0,5,2,6,6,1,3,1,5,,0,1
1102,20,RL,136.0,11675,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,495.0,Gd,TA,PConc,1660.0,0.0,1982.0,GasA,Ex,Y,SBrkr,2006,0,0,2006,1.0,0.0,2,0,2,1,Gd,5,Typ,1,1998.0,3.0,938.0,Y,144,33,0,0,0,0,0,7,2008,WD ,Normal,350000,0,0,0,0,1,1,2,5,0,2,6,1,1,1,5,,2,1
1103,60,RL,97.0,10990,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,851.0,0.0,1064.0,GasA,Ex,Y,SBrkr,1064,1061,0,2125,1.0,0.0,2,1,4,1,Gd,12,Typ,2,1996.0,2.0,576.0,Y,168,0,0,0,0,0,0,6,2008,WD ,Normal,279500,0,0,0,0,3,1,0,5,3,2,6,1,1,1,5,,0,3
1104,60,RL,68.0,11929,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,Gd,TA,PConc,0.0,0.0,1242.0,GasA,Ex,Y,SBrkr,1251,1250,0,2501,0.0,0.0,2,1,4,1,Gd,9,Typ,1,1995.0,3.0,751.0,Y,192,87,0,0,0,0,0,6,2008,WD ,Normal,290000,0,0,0,0,1,1,2,5,0,6,6,1,1,1,5,,2,1
1105,20,RL,91.0,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,1696.0,0.0,2109.0,GasA,Ex,Y,SBrkr,2113,0,0,2113,1.0,0.0,2,1,2,1,Gd,7,Typ,1,1995.0,3.0,839.0,Y,236,46,0,0,0,0,0,8,2008,WD ,Normal,350000,0,0,0,0,1,1,2,5,1,2,6,1,1,1,5,,2,1
1106,60,RL,96.0,10542,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,1173.0,0.0,1311.0,GasA,Ex,Y,SBrkr,1325,1093,0,2418,1.0,0.0,2,1,3,1,Gd,9,Typ,1,1993.0,3.0,983.0,Y,250,154,216,0,0,0,0,8,2008,WD ,Normal,341000,0,0,0,0,1,1,2,5,1,2,6,1,1,1,5,,2,1
1107,60,RL,91.0,10010,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,WdShake,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,228.0,852.0,1080.0,GasA,Ex,Y,SBrkr,1108,1089,0,2197,1.0,0.0,2,1,4,1,Gd,9,Typ,1,1993.0,3.0,783.0,Y,385,99,0,0,0,0,0,7,2008,WD ,Normal,287500,0,0,0,0,1,1,2,5,0,1,2,1,1,1,2,,2,1
1108,60,RL,81.0,10944,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,448.0,Gd,TA,PConc,1000.0,0.0,1223.0,GasA,Ex,Y,SBrkr,1223,904,0,2127,1.0,0.0,2,1,3,1,Gd,5,Typ,2,1994.0,2.0,525.0,Y,171,132,0,0,0,0,0,8,2008,WD ,Normal,271000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
1109,20,RL,91.0,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,1314.0,0.0,1986.0,GasA,Ex,Y,SBrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,Gd,7,Typ,1,1994.0,2.0,691.0,Y,262,36,0,0,0,0,0,8,2008,WD ,Normal,301500,0,0,0,0,1,1,2,5,1,2,6,1,1,1,5,,2,1
1110,20,RL,92.0,11932,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,0.0,0.0,1580.0,GasA,Ex,Y,SBrkr,1580,0,0,1580,0.0,0.0,2,0,3,1,Gd,7,Typ,0,2008.0,3.0,830.0,Y,0,24,0,0,0,0,0,6,2008,ConLD,Partial,235128,0,0,0,0,4,1,2,5,3,6,6,1,1,0,3,,2,4
1111,60,RL,86.0,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,0.0,0.0,894.0,GasA,Ex,Y,SBrkr,894,1039,0,1933,0.0,0.0,2,1,4,1,Gd,9,Typ,1,2007.0,3.0,668.0,Y,100,18,0,0,0,0,0,1,2008,WD ,Normal,214000,0,0,0,0,4,1,2,5,2,6,6,1,3,1,2,,2,4
1112,20,RL,75.0,11957,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,53.0,Gd,TA,PConc,24.0,0.0,1574.0,GasA,Ex,Y,SBrkr,1574,0,0,1574,0.0,0.0,2,0,3,1,Gd,7,Typ,1,2006.0,3.0,824.0,Y,144,104,0,0,0,0,0,7,2008,WD ,Normal,232000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,2,,2,1
1113,20,RL,74.0,13253,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,Gd,TA,PConc,1096.0,0.0,1578.0,GasA,Gd,Y,SBrkr,1578,0,0,1578,1.0,0.0,2,0,3,1,Gd,7,Typ,1,2006.0,3.0,642.0,Y,0,26,0,0,0,0,0,5,2008,WD ,Normal,240000,0,0,0,0,1,1,0,5,3,2,6,1,1,1,2,,0,1
1114,20,RL,75.0,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,0.0,0.0,1498.0,GasA,Ex,Y,SBrkr,1506,0,0,1506,0.0,0.0,2,0,2,1,Ex,6,Typ,1,2008.0,2.0,592.0,Y,0,174,0,0,0,0,0,8,2008,New,Partial,264132,0,0,0,0,4,1,2,5,3,6,6,1,1,1,2,,2,4
1115,20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,33.0,0.0,1563.0,GasA,Ex,Y,SBrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,Gd,6,Typ,1,2007.0,3.0,758.0,Y,144,99,0,0,0,0,0,10,2008,WD ,Normal,245000,0,0,0,0,4,1,2,5,3,2,6,1,1,1,2,,2,4
1116,20,RL,91.0,12274,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,0.0,0.0,1417.0,GasA,Ex,Y,SBrkr,1428,0,0,1428,0.0,0.0,2,0,3,1,Ex,6,Typ,0,2008.0,2.0,554.0,Y,0,60,0,0,0,0,0,7,2008,New,Partial,227680,0,0,0,0,4,1,2,5,3,6,6,1,1,0,3,,2,4
1117,60,RL,73.0,9801,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,Gd,TA,PConc,0.0,0.0,1341.0,GasA,Ex,Y,SBrkr,1341,520,0,1861,0.0,0.0,3,0,3,1,Gd,7,Typ,1,2007.0,3.0,851.0,Y,144,60,0,0,0,0,0,7,2008,WD ,Normal,257000,0,0,0,0,4,1,2,5,0,6,6,1,3,1,2,,2,4
1118,60,RL,80.0,9428,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,310.0,Gd,TA,PConc,729.0,0.0,955.0,GasA,Ex,Y,SBrkr,955,919,0,1874,1.0,0.0,2,1,3,1,Gd,8,Typ,1,2007.0,3.0,880.0,Y,168,108,0,0,0,0,0,2,2008,New,Partial,297900,0,0,0,0,4,1,2,5,0,2,6,1,1,1,2,,2,4
1120,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,24.0,0.0,1363.0,GasA,Ex,Y,SBrkr,1372,0,0,1372,0.0,0.0,2,0,3,1,Gd,6,Typ,0,2008.0,2.0,588.0,Y,192,113,0,0,0,0,0,7,2008,New,Partial,212700,0,0,0,0,3,1,2,5,3,2,6,1,1,0,3,,2,3
1121,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1372.0,GasA,Ex,Y,SBrkr,1372,0,0,1372,0.0,0.0,2,0,3,1,Gd,6,Typ,0,2008.0,2.0,529.0,Y,0,140,0,0,0,0,0,5,2008,New,Partial,250580,0,0,0,0,3,1,0,5,3,6,6,1,1,0,3,,0,3
1123,60,FV,75.0,9803,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,400.0,0.0,866.0,GasA,Gd,Y,SBrkr,866,902,0,1768,0.0,0.0,2,1,3,1,Gd,7,Typ,0,2005.0,2.0,603.0,Y,0,108,0,0,0,0,0,2,2008,WD ,Normal,226700,0,0,0,0,3,1,2,5,3,2,6,1,1,0,3,,2,3
